,name,address,link,details,n_students,neighborhood,type
149,Openbare Basisschool Caleidoscoop,Walt Disneyplantsoen 72,/basisscholen/almere/10926/openbare-basisschool-caleidoscoop/,OpenbaarBasisonderwijs214 leerlingen,214,Almere,Middle School
150,OBS De Compositie,Chagallweg 10,/basisscholen/almere/7049/obs-de-compositie/,OpenbaarBasisonderwijs414 leerlingen,414,Almere,Middle School
151,Openbare Basisschool Het Meesterwerk,El Grecostraat 171,/basisscholen/almere/10927/openbare-basisschool-het-meesterwerk/,OpenbaarBasisonderwijs147 leerlingen,147,Almere,Middle School
152,De Ontdekking,Kraaiennest 6,/basisscholen/almere/26324/de-ontdekking/,OpenbaarBasisonderwijs824 leerlingenDalton,824,Almere,Middle School
153,Taalcentrum Almere,Sesamstraat 1,/basisscholen/almere/26495/taalcentrum-almere/,OpenbaarBasisonderwijs524 leerlingen,524,Almere,Middle School
154,Het Avontuur,Catootjepad 6,/basisscholen/almere/26326/het-avontuur/,OpenbaarBasisonderwijs192 leerlingen,192,Almere,Middle School
155,Columbusschool,Marco Poloroute 56,/basisscholen/almere/26328/columbusschool/,OpenbaarBasisonderwijs624 leerlingen,624,Almere,Middle School
156,Algemeen Bijzondere Basisschool Het Universum,Max Planckstraat 74,/basisscholen/almere/26240/algemeen-bijzondere-basisschool-het-universum/,Algemeen bijzonderBasisonderwijs418 leerlingen,418,Almere,Middle School
157,Openbare Basisschool De Zeeraket,Muiderzandweg 4,/basisscholen/almere/26330/openbare-basisschool-de-zeeraket/,OpenbaarBasisonderwijs354 leerlingen,354,Almere,Middle School
158,Odyssee,Boreasplein 2,/basisscholen/almere/26242/odyssee/,Algemeen bijzonderBasisonderwijs246 leerlingen,246,Almere,Middle School
159,Montessori Campus,Marie Curielaan 301,/basisscholen/almere/26332/montessori-campus/,OpenbaarBasisonderwijs108 leerlingen,108,Almere,Middle School
160,Oosterwold,Burchard de Volderstraat 19,/basisscholen/almere/26863/oosterwold/,OverigeBasisonderwijs,,Almere,Middle School
161,Olivijn,Marathonlaan 7,/basisscholen/almere/7458/olivijn/,Algemeen bijzonderSpeciaal onderwijs170 leerlingen,170,Almere,Middle School
162,De Bongerd,Boomgaardweg 10A,/basisscholen/almere/26244/de-bongerd/,OpenbaarSpeciaal onderwijs79 leerlingen,79,Almere,Middle School
163,School van Vrede,Pieter van Damstraat 36,/basisscholen/almere/26626/school-van-vrede/,Algemeen bijzonderBasisonderwijs,,Almere,Middle School
164,Vrije School Almere,Lierstraat 7,/basisscholen/almere/11804/vrije-school-almere/,Algemeen bijzonderBasisonderwijs505 leerlingenVrijeschool,505,Almere,Middle School
165,Rehobothschool,Anna van Burenlaan 24,/basisscholen/alphen-aan-den-rijn/4698/rehobothschool/,Prot. christelijkBasisonderwijs120 leerlingen,120,Alphen aan den Rijn,Middle School
166,Het Spinnewiel,Klepperman 9-11,/basisscholen/alphen-aan-den-rijn/8820/het-spinnewiel/,KatholiekBasisonderwijs258 leerlingen,258,Alphen aan den Rijn,Middle School
167,Het Spectrum,Honingzwam 6,/basisscholen/alphen-aan-den-rijn/8821/het-spectrum/,KatholiekBasisonderwijs213 leerlingen,213,Alphen aan den Rijn,Middle School
168,RK basisschool Het Spectrum,Batenstein 1,/basisscholen/alphen-aan-den-rijn/21417/rk-basisschool-het-spectrum/,KatholiekBasisonderwijs162 leerlingen,162,Alphen aan den Rijn,Middle School
169,De Jenaplaneet,Vliestroom 204,/basisscholen/alphen-aan-den-rijn/8822/de-jenaplaneet/,KatholiekBasisonderwijs87 leerlingenJenaplan,87,Alphen aan den Rijn,Middle School
170,De Bonifacius,Paradijslaan 11,/basisscholen/alphen-aan-den-rijn/8823/de-bonifacius/,KatholiekBasisonderwijs400 leerlingen,400,Alphen aan den Rijn,Middle School
171,Het Palet,Javastraat 5,/basisscholen/alphen-aan-den-rijn/24625/het-palet/,OpenbaarBasisonderwijs159 leerlingen,159,Alphen aan den Rijn,Middle School
172,Openbare Basisschool Het Startblok,Liszthof 92,/basisscholen/alphen-aan-den-rijn/24626/openbare-basisschool-het-startblok/,OpenbaarBasisonderwijs118 leerlingen,118,Alphen aan den Rijn,Middle School
173,Hobbitburcht-Batenstein,Batenstein 18,/basisscholen/alphen-aan-den-rijn/24582/hobbitburcht-batenstein/,OpenbaarBasisonderwijs183 leerlingen,183,Alphen aan den Rijn,Middle School
174,De Hobbitburcht-Havixhorst,Havixhorst 252,/basisscholen/alphen-aan-den-rijn/24583/de-hobbitburcht-havixhorst/,OpenbaarBasisonderwijs142 leerlingen,142,Alphen aan den Rijn,Middle School
175,De Meridiaan,De Oude wereld 54,/basisscholen/alphen-aan-den-rijn/4900/de-meridiaan/,KatholiekBasisonderwijs290 leerlingen,290,Alphen aan den Rijn,Middle School
176,De Wereldwijzer,De Oude Wereld 59,/basisscholen/alphen-aan-den-rijn/24628/de-wereldwijzer/,OpenbaarBasisonderwijs143 leerlingen,143,Alphen aan den Rijn,Middle School
177,De Vroonhoeve,Vroonhoevelaan 8,/basisscholen/alphen-aan-den-rijn/25321/de-vroonhoeve/,OpenbaarBasisonderwijs233 leerlingen,233,Alphen aan den Rijn,Middle School
178,Het Vianova,Vroonhoevelaan 4,/basisscholen/alphen-aan-den-rijn/4901/het-vianova/,KatholiekBasisonderwijs465 leerlingenOntwikkelingsgericht Onderwijs,465,Alphen aan den Rijn,Middle School
179,Islamitische Basisschool An Noer,Polluxstraat 2,/basisscholen/alphen-aan-den-rijn/5028/islamitische-basisschool-an-noer/,Confessioneel overigBasisonderwijs281 leerlingen,281,Alphen aan den Rijn,Middle School
180,Prisma Christelijke school SO,Boterbloemweg 21 B,/basisscholen/alphen-aan-den-rijn/5296/prisma-christelijke-school-so/,Prot. christelijkSpeciaal onderwijs106 leerlingen,106,Alphen aan den Rijn,Middle School
181,Basisschool de Rank,Lauraplein 1,/basisscholen/alphen-aan-den-rijn/5298/basisschool-de-rank/,Prot. christelijkBasisonderwijs437 leerlingen,437,Alphen aan den Rijn,Middle School
182,Protestants Christelijke Basisschool Groen van Prinsterer,Jan Nieuwenhuijzenstraat 26,/basisscholen/alphen-aan-den-rijn/5299/protestants-christelijke-basisschool-groen-van-prinsterer/,Prot. christelijkBasisonderwijs95 leerlingen,95,Alphen aan den Rijn,Middle School
183,Protestants Christelijke Basisschool Samen Op Weg,J.P.Coenlaan 1B,/basisscholen/alphen-aan-den-rijn/9198/protestants-christelijke-basisschool-samen-op-weg/,Prot. christelijkBasisonderwijs146 leerlingen,146,Alphen aan den Rijn,Middle School
184,Protestants Christelijke Basisschool De Windroos,Zaalbergstraat 1,/basisscholen/alphen-aan-den-rijn/9199/protestants-christelijke-basisschool-de-windroos/,Prot. christelijkBasisonderwijs157 leerlingen,157,Alphen aan den Rijn,Middle School
185,PC basisschool JP Sweelinck,Groenoord 247,/basisscholen/alphen-aan-den-rijn/9200/pc-basisschool-jp-sweelinck/,Prot. christelijkBasisonderwijs172 leerlingen,172,Alphen aan den Rijn,Middle School
186,PCB De Stromen,Lupinesingel 11,/basisscholen/alphen-aan-den-rijn/9201/pcb-de-stromen/,Prot. christelijkBasisonderwijs323 leerlingen,323,Alphen aan den Rijn,Middle School
187,Protestants Christelijke Basisschool De Mare,Schelfhorst 2,/basisscholen/alphen-aan-den-rijn/9202/protestants-christelijke-basisschool-de-mare/,Prot. christelijkBasisonderwijs309 leerlingen,309,Alphen aan den Rijn,Middle School
188,Protestants Christelijke Basisschool Het Baken,Klepperman 1,/basisscholen/alphen-aan-den-rijn/9203/protestants-christelijke-basisschool-het-baken/,Prot. christelijkBasisonderwijs267 leerlingen,267,Alphen aan den Rijn,Middle School
189,PCB de Fontein,De Oude Wereld 52,/basisscholen/alphen-aan-den-rijn/5300/pcb-de-fontein/,Prot. christelijkBasisonderwijs213 leerlingen,213,Alphen aan den Rijn,Middle School
190,Het Mozaïek,Vroonhoevelaan 10 -12,/basisscholen/alphen-aan-den-rijn/5301/het-mozaiek/,Prot. christelijkBasisonderwijs446 leerlingen,446,Alphen aan den Rijn,Middle School
191,Auris De Weerklank,Verdihof 27,/basisscholen/alphen-aan-den-rijn/23797/auris-de-weerklank/,Prot. christelijkSpeciaal onderwijs85 leerlingen,85,Alphen aan den Rijn,Middle School
192,Alphense Montessorischool,Preludeweg 15,/basisscholen/alphen-aan-den-rijn/9921/alphense-montessorischool/,Algemeen bijzonderBasisonderwijs184 leerlingenMontessori,184,Alphen aan den Rijn,Middle School
193,Vrije School Ridderspoor,Essenburg 24 -26,/basisscholen/alphen-aan-den-rijn/6056/vrije-school-ridderspoor/,Algemeen bijzonderBasisonderwijs129 leerlingenVrijeschool,129,Alphen aan den Rijn,Middle School
194,De Tamboerijn,Van Nesstraat 8,/basisscholen/alphen-aan-den-rijn/10855/de-tamboerijn/,Prot. christelijkBasisonderwijs174 leerlingen,174,Alphen aan den Rijn,Middle School
195,School voor Speciaal Basisonderwijs Op Maat,Henry Dunantweg 11,/basisscholen/alphen-aan-den-rijn/24975/school-voor-speciaal-basisonderwijs-op-maat/,Algemeen bijzonderSpeciaal basisonderwijs97 leerlingen,97,Alphen aan den Rijn,Middle School
196,Parkschool en Campus Cardea,Henry Dunantweg 11,/basisscholen/alphen-aan-den-rijn/23003/parkschool-en-campus-cardea/,Algemeen bijzonderSpeciaal onderwijs21 leerlingen,21,Alphen aan den Rijn,Middle School
197,Basisschool Amerfoortse School Vereniging,Johan v Oldenbarneveltln 23,/basisscholen/amersfoort/8753/basisschool-amerfoortse-school-vereniging/,Algemeen bijzonderBasisonderwijs333 leerlingenDalton,333,Amersfoort,Middle School
198,P.C. basisschool De Parkschool,Raadhoven 2,/basisscholen/amersfoort/8846/pc-basisschool-de-parkschool/,Prot. christelijkBasisonderwijs186 leerlingen,186,Amersfoort,Middle School
199,"Prins Willem Alexanderschool, locatie Beekenstein",Frederik van Blankenheymstraat 61,/basisscholen/amersfoort/4928/prins-willem-alexanderschool-locatie-beekenstein/,Prot. christelijkBasisonderwijs212 leerlingen,212,Amersfoort,Middle School
200,Prins Willem Alexanderschool (locatie Randenbroek),Weberstraat 5,/basisscholen/amersfoort/21420/prins-willem-alexanderschool-locatie-randenbroek/,Prot. christelijkBasisonderwijs86 leerlingen,86,Amersfoort,Middle School
201,P.C. basisschool 't Anker,Dollardstraat 123,/basisscholen/amersfoort/8847/pc-basisschool-t-anker/,Prot. christelijkBasisonderwijs222 leerlingen,222,Amersfoort,Middle School
202,P.C. basisschool De Windroos,Wiekslag 102,/basisscholen/amersfoort/4929/pc-basisschool-de-windroos/,Prot. christelijkBasisonderwijs215 leerlingen,215,Amersfoort,Middle School
203,P.C. basisschool De Bolster,Van Effenlaan 10,/basisscholen/amersfoort/4930/pc-basisschool-de-bolster/,Prot. christelijkBasisonderwijs438 leerlingen,438,Amersfoort,Middle School
204,P.C. School voor Speciaal basisonderwijs Koningin Wilhelmina,Raadhoven 2 - 3,/basisscholen/amersfoort/4931/pc-school-voor-speciaal-basisonderwijs-koningin-wilhelmina/,Prot. christelijkSpeciaal basisonderwijs69 leerlingen,69,Amersfoort,Middle School
205,P.C. basisschool De Zonnewijzer,Trombonestraat 62,/basisscholen/amersfoort/4932/pc-basisschool-de-zonnewijzer/,Prot. christelijkBasisonderwijs209 leerlingen,209,Amersfoort,Middle School
206,P.C. basisschool Gabrie Mehenschool,Dopheide 34,/basisscholen/amersfoort/4933/pc-basisschool-gabrie-mehenschool/,Prot. christelijkBasisonderwijs161 leerlingen,161,Amersfoort,Middle School
207,PCBO De Wonderboom,Waterkers 1,/basisscholen/amersfoort/8850/pcbo-de-wonderboom/,Prot. christelijkBasisonderwijs379 leerlingen,379,Amersfoort,Middle School
208,P.C. basisschool De Vuurvogel,Zwartsluiskade 2,/basisscholen/amersfoort/8851/pc-basisschool-de-vuurvogel/,Prot. christelijkBasisonderwijs500 leerlingen,500,Amersfoort,Middle School
209,P.C. basisschool Kon-Tiki,Oceaan 6,/basisscholen/amersfoort/4934/pc-basisschool-kon-tiki/,Prot. christelijkBasisonderwijs420 leerlingen,420,Amersfoort,Middle School
210,Basisschool Bilal,Fahrenheitstraat 50,/basisscholen/amersfoort/8906/basisschool-bilal/,Confessioneel overigBasisonderwijs357 leerlingenOntwikkelingsgericht Onderwijs,357,Amersfoort,Middle School
211,Gereformeerde Basisschool De Regenboog,Reinaartpad 1,/basisscholen/amersfoort/24595/gereformeerde-basisschool-de-regenboog/,Prot. christelijkBasisonderwijs314 leerlingen,314,Amersfoort,Middle School
212,Evangelische Basisschool De Parel,Zuiderkruis 4,/basisscholen/amersfoort/24596/evangelische-basisschool-de-parel/,Prot. christelijkBasisonderwijs121 leerlingen,121,Amersfoort,Middle School
213,Gereformeerde Basisschool Het Zwaluwnest,Darthuizerberg 133,/basisscholen/amersfoort/24640/gereformeerde-basisschool-het-zwaluwnest/,Prot. christelijkBasisonderwijs369 leerlingenIPC,369,Amersfoort,Middle School
214,Christelijk Speciaal Basisonderwijs De Werf,James Cookstraat 10,/basisscholen/amersfoort/24779/christelijk-speciaal-basisonderwijs-de-werf/,Prot. christelijkSpeciaal basisonderwijs87 leerlingen,87,Amersfoort,Middle School
215,Montessori Basisschool Pallas Athene,Heinsiuslaan 1,/basisscholen/amersfoort/9786/montessori-basisschool-pallas-athene/,Algemeen bijzonderBasisonderwijs297 leerlingenMontessori,297,Amersfoort,Middle School
216,Auris Professor Groenschool,Hooglandseweg-Noord 140,/basisscholen/amersfoort/9907/auris-professor-groenschool/,Algemeen bijzonderSpeciaal onderwijs222 leerlingen,222,Amersfoort,Middle School
217,Openbare Daltonschool De Magneet,Maasstraat 2,/basisscholen/amersfoort/6482/openbare-daltonschool-de-magneet/,OpenbaarBasisonderwijs101 leerlingenDalton,101,Amersfoort,Middle School
218,SBO Boulevard410,Laakboulevard 410,/basisscholen/amersfoort/25819/sbo-boulevard410/,Algemeen bijzonderSpeciaal basisonderwijs214 leerlingen,214,Amersfoort,Middle School
219,Kindcentrum Vlinderslag,Evertsenstraat 39,/basisscholen/amersfoort/10441/kindcentrum-vlinderslag/,OpenbaarBasisonderwijs245 leerlingen,245,Amersfoort,Middle School
220,Kindcentrum De Kei,Abraham Blankaartsingel 67,/basisscholen/amersfoort/6483/kindcentrum-de-kei/,OpenbaarBasisonderwijs284 leerlingen,284,Amersfoort,Middle School
221,obs De Wijde Wereld,Wiekslag 102 a,/basisscholen/amersfoort/6484/obs-de-wijde-wereld/,OpenbaarBasisonderwijs266 leerlingen,266,Amersfoort,Middle School
222,Openbare Basisschool t Spectrum,Ariaweg 115,/basisscholen/amersfoort/6485/openbare-basisschool-t-spectrum/,OpenbaarBasisonderwijs177 leerlingen,177,Amersfoort,Middle School
223,obs Joost van den Vondel,Huijgenslaan 41,/basisscholen/amersfoort/6486/obs-joost-van-den-vondel/,OpenbaarBasisonderwijs467 leerlingen,467,Amersfoort,Middle School
224,OBS De Border,Watersteeg 87,/basisscholen/amersfoort/24076/obs-de-border/,OpenbaarBasisonderwijs126 leerlingen,126,Amersfoort,Middle School
225,Dr. M. van der Hoeveschool,Ringweg-Kruiskamp 106,/basisscholen/amersfoort/6488/dr-m-van-der-hoeveschool/,OpenbaarSpeciaal basisonderwijs179 leerlingen,179,Amersfoort,Middle School
226,De Klimboom,Heiligenbergerweg 185,/basisscholen/amersfoort/10443/de-klimboom/,OpenbaarSpeciaal onderwijs128 leerlingen,128,Amersfoort,Middle School
227,Plevier,Lageweg 4,/basisscholen/amersfoort/24791/plevier/,OpenbaarSpeciaal onderwijs103 leerlingen,103,Amersfoort,Middle School
228,Openbare daltonschool de Achtbaan,Luiterf 2,/basisscholen/amersfoort/6489/openbare-daltonschool-de-achtbaan/,OpenbaarBasisonderwijs270 leerlingenDalton,270,Amersfoort,Middle School
229,Openbaar Kindcentrum De Meander,Het Avontuur 45,/basisscholen/amersfoort/10444/openbaar-kindcentrum-de-meander/,OpenbaarBasisonderwijs200 leerlingen,200,Amersfoort,Middle School
230,De Dubbelster,De Weergang 2,/basisscholen/amersfoort/6490/de-dubbelster/,OpenbaarBasisonderwijs80 leerlingen,80,Amersfoort,Middle School
231,De Gondelier,Zwartsluiskade 2,/basisscholen/amersfoort/6491/de-gondelier/,OpenbaarBasisonderwijs275 leerlingenDalton,275,Amersfoort,Middle School
232,Obs Atlantis,Oceaan 4,/basisscholen/amersfoort/10445/obs-atlantis/,OpenbaarBasisonderwijs652 leerlingenIPC,652,Amersfoort,Middle School
233,Johannes Calvijnschool,Waterdaal 3,/basisscholen/amersfoort/6566/johannes-calvijnschool/,Prot. christelijkBasisonderwijs103 leerlingen,103,Amersfoort,Middle School
234,"Michaelschool, Speciaal Basis Onderwijs",Van Almondestraat 2,/basisscholen/amersfoort/8085/michaelschool-speciaal-basis-onderwijs/,KatholiekSpeciaal basisonderwijs124 leerlingen,124,Amersfoort,Middle School
235,School op de Berg,Tollenslaan 2,/basisscholen/amersfoort/11894/school-op-de-berg/,KatholiekBasisonderwijs473 leerlingen,473,Amersfoort,Middle School
236,Aloysiusschool Amersfoort,Dupontplein 14,/basisscholen/amersfoort/8087/aloysiusschool-amersfoort/,KatholiekBasisonderwijs357 leerlingen,357,Amersfoort,Middle School
237,Rooms Katholieke Basisschool De Kubus,Spaarnestraat 2,/basisscholen/amersfoort/11897/rooms-katholieke-basisschool-de-kubus/,KatholiekBasisonderwijs237 leerlingen,237,Amersfoort,Middle School
238,RK Caeciliaschool,Rossinistraat 1,/basisscholen/amersfoort/11898/rk-caeciliaschool/,KatholiekBasisonderwijs387 leerlingen,387,Amersfoort,Middle School
239,Talentum,Koning Karelpad 12,/basisscholen/amersfoort/11899/talentum/,KatholiekBasisonderwijs182 leerlingen,182,Amersfoort,Middle School
240,Rooms Katholieke Basisschool De Kinderhof,Fürglerplein 6,/basisscholen/amersfoort/8088/rooms-katholieke-basisschool-de-kinderhof/,KatholiekBasisonderwijs266 leerlingen,266,Amersfoort,Middle School
241,Basisschool Sint Joris,Schimmelpenninckkade 2,/basisscholen/amersfoort/8089/basisschool-sint-joris/,KatholiekBasisonderwijs193 leerlingenOntwikkelingsgericht Onderwijs,193,Amersfoort,Middle School
242,KBS Kameleon,Stradivariusstraat 159,/basisscholen/amersfoort/11900/kbs-kameleon/,KatholiekBasisonderwijs107 leerlingen,107,Amersfoort,Middle School
243,Kindcentrum de Breede Hei,Dopheide 40,/basisscholen/amersfoort/8090/kindcentrum-de-breede-hei/,KatholiekBasisonderwijs152 leerlingen,152,Amersfoort,Middle School
244,Rooms Katholieke Basisschool De Malelande,Juttepeergaarde 2,/basisscholen/amersfoort/8091/rooms-katholieke-basisschool-de-malelande/,KatholiekBasisonderwijs457 leerlingen,457,Amersfoort,Middle School
245,KBS De Marke,Wezeperberg 4,/basisscholen/amersfoort/11901/kbs-de-marke/,KatholiekBasisonderwijs734 leerlingen,734,Amersfoort,Middle School
246,DOK12,Laakboulevard 412,/basisscholen/amersfoort/8092/dok12/,KatholiekBasisonderwijs196 leerlingen,196,Amersfoort,Middle School
247,Vrije School Amersfoort,Romeostraat 74,/basisscholen/amersfoort/12301/vrije-school-amersfoort/,Algemeen bijzonderBasisonderwijs395 leerlingenVrijeschool,395,Amersfoort,Middle School
248,Brede School Omnibus,Pandora 8,/basisscholen/amstelveen/5189/brede-school-omnibus/,KatholiekBasisonderwijs98 leerlingen,98,Amstelveen,Middle School
249,Wereldschool Amstelveen Nieuwkomersonderwijs,Amsterdamseweg 209,/basisscholen/amstelveen/26506/wereldschool-amstelveen-nieuwkomersonderwijs/,Algemeen bijzonderBasisonderwijs86 leerlingen,86,Amstelveen,Middle School
250,Amstelland International school,Asserring 93,/basisscholen/amstelveen/26507/amstelland-international-school/,SamenwerkingBasisonderwijs153 leerlingen,153,Amstelveen,Middle School
251,Roelof Venema School,Laan Rozenburg 17,/basisscholen/amstelveen/9080/roelof-venema-school/,Prot. christelijkBasisonderwijs619 leerlingen,619,Amstelveen,Middle School
252,De Horizon,Landtong 8,/basisscholen/amstelveen/9081/de-horizon/,KatholiekBasisonderwijs222 leerlingen,222,Amstelveen,Middle School
253,De Cirkel,Orion 7,/basisscholen/amstelveen/9082/de-cirkel/,KatholiekBasisonderwijs416 leerlingen,416,Amstelveen,Middle School
254,Het Palet-Zuid,Benderslaan 2,/basisscholen/amstelveen/5192/het-palet-zuid/,Prot. christelijkBasisonderwijs212 leerlingen,212,Amstelveen,Middle School
255,Willem-Alexanderschool,Orion 15 -17,/basisscholen/amstelveen/9083/willem-alexanderschool/,Prot. christelijkBasisonderwijs439 leerlingen,439,Amstelveen,Middle School
256,Katholieke basisschool De Triangel,Zeelandiahoeve 5 -7,/basisscholen/amstelveen/9084/katholieke-basisschool-de-triangel/,KatholiekBasisonderwijs739 leerlingen,739,Amstelveen,Middle School
